citations_fetched,id,published,publisher,source,categories,pdf_url,doi,title,abstract,all_categories,authors,citations
,http://arxiv.org/abs/2112.01998v1,2021-12-03T16:25:26Z,,arXiv,cs.LG,http://arxiv.org/pdf/2112.01998v1.pdf,2112.01998v1,"Application of Machine Learning in understanding plant virus   pathogenesis: Trends and perspectives on emergence, diagnosis, host-virus   interplay and management","Inclusion of high throughput technologies in the field of biology has generated massive amounts of biological data in the recent years. Now, transforming these huge volumes of data into knowledge is the primary challenge in computational biology. The traditional methods of data analysis have failed to carry out the task. Hence, researchers are turning to machine learning based approaches for the analysis of high-dimensional big data. In machine learning, once a model is trained with a training dataset, it can be applied on a testing dataset which is independent. In current times, deep learning algorithms further promote the application of machine learning in several field of biology including plant virology. Considering a significant progress in the application of machine learning in understanding plant virology, this review highlights an introductory note on machine learning and comprehensively discusses the trends and prospects of machine learning in diagnosis of viral diseases, understanding host-virus interplay and emergence of plant viruses.",cs.LG,"Dibyendu Ghosh, Srija Chakraborty, Hariprasad Kodamana, Supriya Chakraborty",[]
,http://arxiv.org/abs/2211.10708v1,2022-11-19T14:20:53Z,,arXiv,cs.LG,http://arxiv.org/pdf/2211.10708v1.pdf,2211.10708v1,A Survey on Differential Privacy with Machine Learning and Future   Outlook,"Nowadays, machine learning models and applications have become increasingly pervasive. With this rapid increase in the development and employment of machine learning models, a concern regarding privacy has risen. Thus, there is a legitimate need to protect the data from leaking and from any attacks. One of the strongest and most prevalent privacy models that can be used to protect machine learning models from any attacks and vulnerabilities is differential privacy (DP). DP is strict and rigid definition of privacy, where it can guarantee that an adversary is not capable to reliably predict if a specific participant is included in the dataset or not. It works by injecting a noise to the data whether to the inputs, the outputs, the ground truth labels, the objective functions, or even to the gradients to alleviate the privacy issue and protect the data. To this end, this survey paper presents different differentially private machine learning algorithms categorized into two main categories (traditional machine learning models vs. deep learning models). Moreover, future research directions for differential privacy with machine learning algorithms are outlined.","cs.LG, cs.CR","Samah Baraheem, Zhongmei Yao",[]
,http://arxiv.org/abs/2302.02926v2,2023-02-06T16:59:25Z,,arXiv,cs.LG,http://arxiv.org/pdf/2302.02926v2.pdf,2302.02926v2,Curriculum Graph Machine Learning: A Survey,"Graph machine learning has been extensively studied in both academia and industry. However, in the literature, most existing graph machine learning models are designed to conduct training with data samples in a random order, which may suffer from suboptimal performance due to ignoring the importance of different graph data samples and their training orders for the model optimization status. To tackle this critical problem, curriculum graph machine learning (Graph CL), which integrates the strength of graph machine learning and curriculum learning, arises and attracts an increasing amount of attention from the research community. Therefore, in this paper, we comprehensively overview approaches on Graph CL and present a detailed survey of recent advances in this direction. Specifically, we first discuss the key challenges of Graph CL and provide its formal problem definition. Then, we categorize and summarize existing methods into three classes based on three kinds of graph machine learning tasks, i.e., node-level, link-level, and graph-level tasks. Finally, we share our thoughts on future research directions. To the best of our knowledge, this paper is the first survey for curriculum graph machine learning.",cs.LG,"Haoyang Li, Xin Wang, Wenwu Zhu",[]
,http://arxiv.org/abs/2306.04646v1,2023-06-01T19:35:13Z,,arXiv,cs.LG,http://arxiv.org/pdf/2306.04646v1.pdf,2306.04646v1,Improve State-Level Wheat Yield Forecasts in Kazakhstan on GEOGLAM's EO   Data by Leveraging A Simple Spatial-Aware Technique,"Accurate yield forecasting is essential for making informed policies and long-term decisions for food security. Earth Observation (EO) data and machine learning algorithms play a key role in providing a comprehensive and timely view of crop conditions from field to national scales. However, machine learning algorithms' prediction accuracy is often harmed by spatial heterogeneity caused by exogenous factors not reflected in remote sensing data, such as differences in crop management strategies. In this paper, we propose and investigate a simple technique called state-wise additive bias to explicitly address the cross-region yield heterogeneity in Kazakhstan. Compared to baseline machine learning models (Random Forest, CatBoost, XGBoost), our method reduces the overall RMSE by 8.9\% and the highest state-wise RMSE by 28.37\%. The effectiveness of state-wise additive bias indicates machine learning's performance can be significantly improved by explicitly addressing the spatial heterogeneity, motivating future work on spatial-aware machine learning algorithms for yield forecasts as well as for general geospatial forecasting problems.","cs.LG, cs.CY","Anh Nhat Nhu, Ritvik Sahajpal, Christina Justice, Inbal Becker-Reshef",[]
,http://arxiv.org/abs/2402.14694v1,2024-02-22T16:48:17Z,,arXiv,quant-ph,http://arxiv.org/pdf/2402.14694v1.pdf,2402.14694v1,A Quick Introduction to Quantum Machine Learning for Non-Practitioners,"This paper provides an introduction to quantum machine learning, exploring the potential benefits of using quantum computing principles and algorithms that may improve upon classical machine learning approaches. Quantum computing utilizes particles governed by quantum mechanics for computational purposes, leveraging properties like superposition and entanglement for information representation and manipulation. Quantum machine learning applies these principles to enhance classical machine learning models, potentially reducing network size and training time on quantum hardware. The paper covers basic quantum mechanics principles, including superposition, phase space, and entanglement, and introduces the concept of quantum gates that exploit these properties. It also reviews classical deep learning concepts, such as artificial neural networks, gradient descent, and backpropagation, before delving into trainable quantum circuits as neural networks. An example problem demonstrates the potential advantages of quantum neural networks, and the appendices provide detailed derivations. The paper aims to help researchers new to quantum mechanics and machine learning develop their expertise more efficiently.","quant-ph, cs.ET, cs.LG","Ethan N. Evans, Dominic Byrne, Matthew G. Cook",[]
,http://arxiv.org/abs/1910.07012v1,2019-10-15T19:26:31Z,,arXiv,cs.LG,http://arxiv.org/pdf/1910.07012v1.pdf,1910.07012v1,Transfer Learning for Algorithm Recommendation,"Meta-Learning is a subarea of Machine Learning that aims to take advantage of prior knowledge to learn faster and with fewer data [1]. There are different scenarios where meta-learning can be applied, and one of the most common is algorithm recommendation, where previous experience on applying machine learning algorithms for several datasets can be used to learn which algorithm, from a set of options, would be more suitable for a new dataset [2]. Perhaps the most popular form of meta-learning is transfer learning, which consists of transferring knowledge acquired by a machine learning algorithm in a previous learning task to increase its performance faster in another and similar task [3]. Transfer Learning has been widely applied in a variety of complex tasks such as image classification, machine translation and, speech recognition, achieving remarkable results [4,5,6,7,8]. Although transfer learning is very used in traditional or base-learning, it is still unknown if it is useful in a meta-learning setup. For that purpose, in this paper, we investigate the effects of transferring knowledge in the meta-level instead of base-level. Thus, we train a neural network on meta-datasets related to algorithm recommendation, and then using transfer learning, we reuse the knowledge learned by the neural network in other similar datasets from the same domain, to verify how transferable is the acquired meta-knowledge.","cs.LG, cs.NE, stat.ML","Gean Trindade Pereira, Moisés dos Santos, Edesio Alcobaça, Rafael Mantovani, André Carvalho",[]
,http://arxiv.org/abs/2404.19370v1,2024-04-30T08:58:47Z,,arXiv,cs.AI,http://arxiv.org/pdf/2404.19370v1.pdf,2404.19370v1,Numeric Reward Machines,"Reward machines inform reinforcement learning agents about the reward structure of the environment and often drastically speed up the learning process. However, reward machines only accept Boolean features such as robot-reached-gold. Consequently, many inherently numeric tasks cannot profit from the guidance offered by reward machines. To address this gap, we aim to extend reward machines with numeric features such as distance-to-gold. For this, we present two types of reward machines: numeric-Boolean and numeric. In a numeric-Boolean reward machine, distance-to-gold is emulated by two Boolean features distance-to-gold-decreased and robot-reached-gold. In a numeric reward machine, distance-to-gold is used directly alongside the Boolean feature robot-reached-gold. We compare our new approaches to a baseline reward machine in the Craft domain, where the numeric feature is the agent-to-target distance. We use cross-product Q-learning, Q-learning with counter-factual experiences, and the options framework for learning. Our experimental results show that our new approaches significantly outperform the baseline approach. Extending reward machines with numeric features opens up new possibilities of using reward machines in inherently numeric tasks.","cs.AI, cs.LG","Kristina Levina, Nikolaos Pappas, Athanasios Karapantelakis, Aneta Vulgarakis Feljan, Jendrik Seipp",[]
,http://arxiv.org/abs/1911.02621v3,2019-11-06T20:29:56Z,,arXiv,cs.CR,http://arxiv.org/pdf/1911.02621v3.pdf,1911.02621v3,The Threat of Adversarial Attacks on Machine Learning in Network   Security -- A Survey,"Machine learning models have made many decision support systems to be faster, more accurate, and more efficient. However, applications of machine learning in network security face a more disproportionate threat of active adversarial attacks compared to other domains. This is because machine learning applications in network security such as malware detection, intrusion detection, and spam filtering are by themselves adversarial in nature. In what could be considered an arm's race between attackers and defenders, adversaries constantly probe machine learning systems with inputs that are explicitly designed to bypass the system and induce a wrong prediction. In this survey, we first provide a taxonomy of machine learning techniques, tasks, and depth. We then introduce a classification of machine learning in network security applications. Next, we examine various adversarial attacks against machine learning in network security and introduce two classification approaches for adversarial attacks in network security. First, we classify adversarial attacks in network security based on a taxonomy of network security applications. Secondly, we categorize adversarial attacks in network security into a problem space vs feature space dimensional classification model. We then analyze the various defenses against adversarial attacks on machine learning-based network security applications. We conclude by introducing an adversarial risk grid map and evaluating several existing adversarial attacks against machine learning in network security using the risk grid map. We also identify where each attack classification resides within the adversarial risk grid map.","cs.CR, cs.LG, cs.NI","Olakunle Ibitoye, Rana Abou-Khamis, Mohamed el Shehaby, Ashraf Matrawy, M. Omair Shafiq",[]
,http://arxiv.org/abs/1711.04708v1,2017-11-13T17:16:38Z,,arXiv,cs.LG,http://arxiv.org/pdf/1711.04708v1.pdf,1711.04708v1,Machine Learning for the Geosciences: Challenges and Opportunities,"Geosciences is a field of great societal relevance that requires solutions to several urgent problems facing our humanity and the planet. As geosciences enters the era of big data, machine learning (ML) -- that has been widely successful in commercial domains -- offers immense potential to contribute to problems in geosciences. However, problems in geosciences have several unique challenges that are seldom found in traditional applications, requiring novel problem formulations and methodologies in machine learning. This article introduces researchers in the machine learning (ML) community to these challenges offered by geoscience problems and the opportunities that exist for advancing both machine learning and geosciences. We first highlight typical sources of geoscience data and describe their properties that make it challenging to use traditional machine learning techniques. We then describe some of the common categories of geoscience problems where machine learning can play a role, and discuss some of the existing efforts and promising directions for methodological development in machine learning. We conclude by discussing some of the emerging research themes in machine learning that are applicable across all problems in the geosciences, and the importance of a deep collaboration between machine learning and geosciences for synergistic advancements in both disciplines.","cs.LG, cs.AI, cs.CV, physics.geo-ph","Anuj Karpatne, Imme Ebert-Uphoff, Sai Ravela, Hassan Ali Babaie, Vipin Kumar",[]
,http://arxiv.org/abs/2007.15745v3,2020-07-30T21:11:01Z,,arXiv,cs.LG,http://arxiv.org/pdf/2007.15745v3.pdf,10.1016/j.neucom.2020.07.061,On Hyperparameter Optimization of Machine Learning Algorithms: Theory   and Practice,"Machine learning algorithms have been used widely in various applications and areas. To fit a machine learning model into different problems, its hyper-parameters must be tuned. Selecting the best hyper-parameter configuration for machine learning models has a direct impact on the model's performance. It often requires deep knowledge of machine learning algorithms and appropriate hyper-parameter optimization techniques. Although several automatic optimization techniques exist, they have different strengths and drawbacks when applied to different types of problems. In this paper, optimizing the hyper-parameters of common machine learning models is studied. We introduce several state-of-the-art optimization techniques and discuss how to apply them to machine learning algorithms. Many available libraries and frameworks developed for hyper-parameter optimization problems are provided, and some open challenges of hyper-parameter optimization research are also discussed in this paper. Moreover, experiments are conducted on benchmark datasets to compare the performance of different optimization methods and provide practical examples of hyper-parameter optimization. This survey paper will help industrial users, data analysts, and researchers to better develop machine learning models by identifying the proper hyper-parameter configurations effectively.","cs.LG, stat.ML, 68T01, 90C31, I.2.0; I.2.2; C.2.0","Li Yang, Abdallah Shami",[]
,http://arxiv.org/abs/2101.11948v2,2021-01-28T11:57:08Z,,arXiv,econ.EM,http://arxiv.org/pdf/2101.11948v2.pdf,10.1016/j.jocm.2021.100340,Choice modelling in the age of machine learning -- discussion paper,"Since its inception, the choice modelling field has been dominated by theory-driven modelling approaches. Machine learning offers an alternative data-driven approach for modelling choice behaviour and is increasingly drawing interest in our field. Cross-pollination of machine learning models, techniques and practices could help overcome problems and limitations encountered in the current theory-driven modelling paradigm, such as subjective labour-intensive search processes for model selection, and the inability to work with text and image data. However, despite the potential benefits of using the advances of machine learning to improve choice modelling practices, the choice modelling field has been hesitant to embrace machine learning. This discussion paper aims to consolidate knowledge on the use of machine learning models, techniques and practices for choice modelling, and discuss their potential. Thereby, we hope not only to make the case that further integration of machine learning in choice modelling is beneficial, but also to further facilitate it. To this end, we clarify the similarities and differences between the two modelling paradigms; we review the use of machine learning for choice modelling; and we explore areas of opportunities for embracing machine learning models and techniques to improve our practices. To conclude this discussion paper, we put forward a set of research questions which must be addressed to better understand if and how machine learning can benefit choice modelling.","econ.EM, cs.LG","S. Van Cranenburgh, S. Wang, A. Vij, F. Pereira, J. Walker",[]
,http://arxiv.org/abs/1811.01315v2,2018-11-04T02:55:49Z,,arXiv,cs.LG,http://arxiv.org/pdf/1811.01315v2.pdf,1811.01315v2,Modeling Stated Preference for Mobility-on-Demand Transit: A Comparison   of Machine Learning and Logit Models,"Logit models are usually applied when studying individual travel behavior, i.e., to predict travel mode choice and to gain behavioral insights on traveler preferences. Recently, some studies have applied machine learning to model travel mode choice and reported higher out-of-sample predictive accuracy than traditional logit models (e.g., multinomial logit). However, little research focuses on comparing the interpretability of machine learning with logit models. In other words, how to draw behavioral insights from the high-performance ""black-box"" machine-learning models remains largely unsolved in the field of travel behavior modeling.   This paper aims at providing a comprehensive comparison between the two approaches by examining the key similarities and differences in model development, evaluation, and behavioral interpretation between logit and machine-learning models for travel mode choice modeling. To complement the theoretical discussions, the paper also empirically evaluates the two approaches on the stated-preference survey data for a new type of transit system integrating high-frequency fixed-route services and ridesourcing. The results show that machine learning can produce significantly higher predictive accuracy than logit models. Moreover, machine learning and logit models largely agree on many aspects of behavioral interpretations. In addition, machine learning can automatically capture the nonlinear relationship between the input features and choice outcomes. The paper concludes that there is great potential in merging ideas from machine learning and conventional statistical methods to develop refined models for travel behavior research and suggests some new research directions.","cs.LG, cs.AI, stat.AP, stat.ML","Xilei Zhao, Xiang Yan, Alan Yu, Pascal Van Hentenryck",[]
,http://arxiv.org/abs/2006.13311v3,2020-06-16T16:32:27Z,,arXiv,physics.geo-ph,http://arxiv.org/pdf/2006.13311v3.pdf,10.1016/bs.agph.2020.08.002,70 years of machine learning in geoscience in review,"This review gives an overview of the development of machine learning in geoscience. A thorough analysis of the co-developments of machine learning applications throughout the last 70 years relates the recent enthusiasm for machine learning to developments in geoscience. I explore the shift of kriging towards a mainstream machine learning method and the historic application of neural networks in geoscience, following the general trend of machine learning enthusiasm through the decades. Furthermore, this chapter explores the shift from mathematical fundamentals and knowledge in software development towards skills in model validation, applied statistics, and integrated subject matter expertise. The review is interspersed with code examples to complement the theoretical foundations and illustrate model validation and machine learning explainability for science. The scope of this review includes various shallow machine learning methods, e.g. Decision Trees, Random Forests, Support-Vector Machines, and Gaussian Processes, as well as, deep neural networks, including feed-forward neural networks, convolutional neural networks, recurrent neural networks and generative adversarial networks. Regarding geoscience, the review has a bias towards geophysics but aims to strike a balance with geochemistry, geostatistics, and geology, however excludes remote sensing, as this would exceed the scope. In general, I aim to provide context for the recent enthusiasm surrounding deep learning with respect to research, hardware, and software developments that enable successful application of shallow and deep machine learning in all disciplines of Earth science.","physics.geo-ph, cs.CV, cs.LG, eess.IV",Jesper Sören Dramsch,[]
,http://arxiv.org/abs/2107.01238v1,2021-07-02T18:52:50Z,,arXiv,cs.LG,http://arxiv.org/pdf/2107.01238v1.pdf,2107.01238v1,Solving Machine Learning Problems,"Can a machine learn Machine Learning? This work trains a machine learning model to solve machine learning problems from a University undergraduate level course. We generate a new training set of questions and answers consisting of course exercises, homework, and quiz questions from MIT's 6.036 Introduction to Machine Learning course and train a machine learning model to answer these questions. Our system demonstrates an overall accuracy of 96% for open-response questions and 97% for multiple-choice questions, compared with MIT students' average of 93%, achieving grade A performance in the course, all in real-time. Questions cover all 12 topics taught in the course, excluding coding questions or questions with images. Topics include: (i) basic machine learning principles; (ii) perceptrons; (iii) feature extraction and selection; (iv) logistic regression; (v) regression; (vi) neural networks; (vii) advanced neural networks; (viii) convolutional neural networks; (ix) recurrent neural networks; (x) state machines and MDPs; (xi) reinforcement learning; and (xii) decision trees. Our system uses Transformer models within an encoder-decoder architecture with graph and tree representations. An important aspect of our approach is a data-augmentation scheme for generating new example problems. We also train a machine learning model to generate problem hints. Thus, our system automatically generates new questions across topics, answers both open-response questions and multiple-choice questions, classifies problems, and generates problem hints, pushing the envelope of AI for STEM education.",cs.LG,"Sunny Tran, Pranav Krishna, Ishan Pakuwal, Prabhakar Kafle, Nikhil Singh, Jayson Lynch, Iddo Drori",[]
,http://arxiv.org/abs/2208.02030v1,2022-08-02T10:36:00Z,,arXiv,cs.SE,http://arxiv.org/pdf/2208.02030v1.pdf,2208.02030v1,BPMN4sML: A BPMN Extension for Serverless Machine Learning. Technology   Independent and Interoperable Modeling of Machine Learning Workflows and   their Serverless Deployment Orchestration,"Machine learning (ML) continues to permeate all layers of academia, industry and society. Despite its successes, mental frameworks to capture and represent machine learning workflows in a consistent and coherent manner are lacking. For instance, the de facto process modeling standard, Business Process Model and Notation (BPMN), managed by the Object Management Group, is widely accepted and applied. However, it is short of specific support to represent machine learning workflows. Further, the number of heterogeneous tools for deployment of machine learning solutions can easily overwhelm practitioners. Research is needed to align the process from modeling to deploying ML workflows.   We analyze requirements for standard based conceptual modeling for machine learning workflows and their serverless deployment. Confronting the shortcomings with respect to consistent and coherent modeling of ML workflows in a technology independent and interoperable manner, we extend BPMN's Meta-Object Facility (MOF) metamodel and the corresponding notation and introduce BPMN4sML (BPMN for serverless machine learning). Our extension BPMN4sML follows the same outline referenced by the Object Management Group (OMG) for BPMN. We further address the heterogeneity in deployment by proposing a conceptual mapping to convert BPMN4sML models to corresponding deployment models using TOSCA.   BPMN4sML allows technology-independent and interoperable modeling of machine learning workflows of various granularity and complexity across the entire machine learning lifecycle. It aids in arriving at a shared and standardized language to communicate ML solutions. Moreover, it takes the first steps toward enabling conversion of ML workflow model diagrams to corresponding deployment models for serverless deployment via TOSCA.","cs.SE, cs.LG",Laurens Martin Tetzlaff,[]
,http://arxiv.org/abs/2107.02378v3,2021-07-06T04:05:08Z,,arXiv,cs.LG,http://arxiv.org/pdf/2107.02378v3.pdf,2107.02378v3,Learning an Explicit Hyperparameter Prediction Function Conditioned on   Tasks,"Meta learning has attracted much attention recently in machine learning community. Contrary to conventional machine learning aiming to learn inherent prediction rules to predict labels for new query data, meta learning aims to learn the learning methodology for machine learning from observed tasks, so as to generalize to new query tasks by leveraging the meta-learned learning methodology. In this study, we interpret such learning methodology as learning an explicit hyper-parameter prediction function shared by all training tasks. Specifically, this function is represented as a parameterized function called meta-learner, mapping from a training/test task to its suitable hyper-parameter setting, extracted from a pre-specified function set called meta learning machine. Such setting guarantees that the meta-learned learning methodology is able to flexibly fit diverse query tasks, instead of only obtaining fixed hyper-parameters by many current meta learning methods, with less adaptability to query task's variations. Such understanding of meta learning also makes it easily succeed from traditional learning theory for analyzing its generalization bounds with general losses/tasks/models. The theory naturally leads to some feasible controlling strategies for ameliorating the quality of the extracted meta-learner, verified to be able to finely ameliorate its generalization capability in some typical meta learning applications, including few-shot regression, few-shot classification and domain generalization.",cs.LG,"Jun Shu, Deyu Meng, Zongben Xu",[]
,http://arxiv.org/abs/2004.11694v1,2020-04-18T19:39:58Z,,arXiv,cs.IR,http://arxiv.org/pdf/2004.11694v1.pdf,2004.11694v1,Identifying Semantically Duplicate Questions Using Data Science   Approach: A Quora Case Study,"Identifying semantically identical questions on, Question and Answering social media platforms like Quora is exceptionally significant to ensure that the quality and the quantity of content are presented to users, based on the intent of the question and thus enriching overall user experience. Detecting duplicate questions is a challenging problem because natural language is very expressive, and a unique intent can be conveyed using different words, phrases, and sentence structuring. Machine learning and deep learning methods are known to have accomplished superior results over traditional natural language processing techniques in identifying similar texts. In this paper, taking Quora for our case study, we explored and applied different machine learning and deep learning techniques on the task of identifying duplicate questions on Quora's dataset. By using feature engineering, feature importance techniques, and experimenting with seven selected machine learning classifiers, we demonstrated that our models outperformed previous studies on this task. Xgboost model with character level term frequency and inverse term frequency is our best machine learning model that has also outperformed a few of the Deep learning baseline models. We applied deep learning techniques to model four different deep neural networks of multiple layers consisting of Glove embeddings, Long Short Term Memory, Convolution, Max pooling, Dense, Batch Normalization, Activation functions, and model merge. Our deep learning models achieved better accuracy than machine learning models. Three out of four proposed architectures outperformed the accuracy from previous machine learning and deep learning research work, two out of four models outperformed accuracy from previous deep learning study on Quora's question pair dataset, and our best model achieved accuracy of 85.82% which is close to Quora state of the art accuracy.","cs.IR, cs.LG, stat.ML","Navedanjum Ansari, Rajesh Sharma",[]
,http://arxiv.org/abs/1607.01354v1,2016-03-22T18:46:13Z,,arXiv,cs.LG,http://arxiv.org/pdf/1607.01354v1.pdf,1607.01354v1,Learning Discriminative Features using Encoder-Decoder type Deep Neural   Nets,"As machine learning is applied to an increasing variety of complex problems, which are defined by high dimensional and complex data sets, the necessity for task oriented feature learning grows in importance. With the advancement of Deep Learning algorithms, various successful feature learning techniques have evolved. In this paper, we present a novel way of learning discriminative features by training Deep Neural Nets which have Encoder or Decoder type architecture similar to an Autoencoder. We demonstrate that our approach can learn discriminative features which can perform better at pattern classification tasks when the number of training samples is relatively small in size.","cs.LG, stat.ML, I.5; I.5.3","Vishwajeet Singh, Killamsetti Ravi Kumar, K Eswaran",[]
,http://arxiv.org/abs/1809.02591v2,2018-09-07T17:32:19Z,,arXiv,cs.LG,http://arxiv.org/pdf/1809.02591v2.pdf,1809.02591v2,Learning Invariances for Policy Generalization,"While recent progress has spawned very powerful machine learning systems, those agents remain extremely specialized and fail to transfer the knowledge they gain to similar yet unseen tasks. In this paper, we study a simple reinforcement learning problem and focus on learning policies that encode the proper invariances for generalization to different settings. We evaluate three potential methods for policy generalization: data augmentation, meta-learning and adversarial training. We find our data augmentation method to be effective, and study the potential of meta-learning and adversarial learning as alternative task-agnostic approaches.","cs.LG, cs.AI, stat.ML","Remi Tachet, Philip Bachman, Harm van Seijen",[]
,http://arxiv.org/abs/1801.07883v2,2018-01-24T07:32:29Z,,arXiv,cs.CL,http://arxiv.org/pdf/1801.07883v2.pdf,1801.07883v2,Deep Learning for Sentiment Analysis : A Survey,"Deep learning has emerged as a powerful machine learning technique that learns multiple layers of representations or features of the data and produces state-of-the-art prediction results. Along with the success of deep learning in many other application domains, deep learning is also popularly used in sentiment analysis in recent years. This paper first gives an overview of deep learning and then provides a comprehensive survey of its current applications in sentiment analysis.","cs.CL, cs.IR, cs.LG, stat.ML","Lei Zhang, Shuai Wang, Bing Liu",[]
,,,,Crossref,,,10.25080/majora-92bf1922-00a,,,,,[]
,,,,Crossref,,,10.1117/12.795737,,,,,[]
,,,,Crossref,,,10.1117/12.795570,,,,,[]
,,,,Crossref,,,10.1038/nphys3272,,,,,[]
,,,,Crossref,,,10.1137/18m120275x,,,,,[]
,,,,Crossref,,,10.1145/3313276.3316378,,,,,[]
,,,,Crossref,,,10.1162/089976698300017746,,,,,[]
,,,,Crossref,,,10.1088/2058-9565/ac3e54,,,,,[]
,,,,Crossref,,,10.1088/2632-2153/abf3ac,,,,,[]
,,,,Crossref,,,10.1140/epjc/s10052-019-6607-9,,,,,[]
,,,,Crossref,,,10.22331/q-2021-10-05-558,,,,,[]
,,,,Crossref,,,10.1088/2058-9565/ac7d06,,,,,[]
,,,,Crossref,,,10.1088/1367-2630/17/12/123010,,,,,[]
,,,,Crossref,,,10.22331/q-2020-04-20-256,,,,,[]
,,,,Crossref,,,10.21203/rs.3.rs-3023549/v1,,,,,[]
,,,,Crossref,,,10.1038/s41534-019-0157-8,,,,,[]
,,,,Crossref,,,10.1103/physrevresearch.3.033083,,,,,[]
,,,,Crossref,,,10.1038/nature23474,,,,,[]
,,,,Crossref,,,10.1007/s42484-023-00132-1,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.127.120502,,,,,[]
,,,,Crossref,,,10.22331/q-2023-11-22-1188,,,,,[]
,,,,Crossref,,,10.1103/physreva.105.062431,,,,,[]
,,,,Crossref,,,10.1088/2058-9565/acb56a,,,,,[]
,,,,Crossref,,,10.1038/s41534-023-00801-w,,,,,[]
,,,,Crossref,,,10.22331/q-2023-07-13-1060,,,,,[]
,,,,Crossref,,,10.1038/s41467-021-21728-w,,,,,[]
,,,,Crossref,,,10.1038/s41534-022-00611-6,,,,,[]
,,,,Crossref,,,10.22331/q-2023-04-13-974,,,,,[]
,,,,Crossref,,,10.1103/prxquantum.2.030348,,,,,[]
,,,,Crossref,,,10.3390/e20080583,,,,,[]
,,,,Crossref,,,10.1145/3357713.3384314,,,,,[]
,,,,Crossref,,,10.1137/16m1087072,,,,,[]
,,,,Crossref,,,10.1098/rspa.2017.0551,,,,,[]
,,,,Crossref,,,10.1103/prxquantum.2.010324,,,,,[]
,,,,Crossref,,,10.1007/jhep11(2017)048,,,,,[]
,,,,Crossref,,,10.22331/q-2021-11-26-592,,,,,[]
,,,,Crossref,,,10.1103/prxquantum.3.040329,,,,,[]
,,,,Crossref,,,10.22331/qv-2020-03-17-32,,,,,[]
,,,,Crossref,,,10.1038/s42254-022-00535-2,,,,,[]
,,,,Crossref,,,10.7566/jpsj.90.032001,,,,,[]
,,,,Crossref,,,10.1038/s41534-019-0240-1,,,,,[]
,,,,Crossref,,,10.1145/3313276.3316366,,,,,[]
,,,,Crossref,,,10.1088/1367-2630/14/10/103013,,,,,[]
,,,,Crossref,,,10.1038/s41467-019-10988-2,,,,,[]
,,,,Crossref,,,10.1145/237814.237866,,,,,[]
,,,,Crossref,,,10.1126/science.1257219,,,,,[]
,,,,Crossref,,,10.1016/j.physrep.2008.09.003,,,,,[]
,,,,Crossref,,,10.1103/physrevresearch.4.043100,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.123.250501,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.126.140502,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.103.150502,,,,,[]
,,,,Crossref,,,10.1137/1.9781611974782.105,,,,,[]
,,,,Crossref,,,10.1038/s41586-019-0980-2,,,,,[]
,,,,Crossref,,,10.1103/prxquantum.3.010313,,,,,[]
,,,,Crossref,,,10.1038/s41567-020-0932-7,,,,,[]
,,,,Crossref,,,10.1038/s41467-021-22539-9,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.127.030503,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.126.190505,,,,,[]
,,,,Crossref,,,10.1126/science.abn7293,,,,,[]
,,,,Crossref,,,10.1126/science.abk3333,,,,,[]
,,,,Crossref,,,10.1088/2058-9565/abdbc9,,,,,[]
,,,,Crossref,,,10.1561/2200000058,,,,,[]
,,,,Crossref,,,10.1038/s41467-023-36159-y,,,,,[]
,,,,Crossref,,,10.1038/nature23879,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.120.110501,,,,,[]
,,,,Crossref,,,10.22331/q-2022-08-16-776,,,,,[]
,,,,Crossref,,,10.1088/2058-9565/abfc94,,,,,[]
,,,,Crossref,,,10.1063/1.5089550,,,,,[]
,,,,Crossref,,,10.1038/s42254-020-0230-4,,,,,[]
,,,,Crossref,,,10.1038/s43588-023-00467-6,,,,,[]
,,,,Crossref,,,10.1103/physreva.102.032420,,,,,[]
,,,,Crossref,,,10.1038/s41534-019-0167-6,,,,,[]
,,,,Crossref,,,10.1021/acs.jctc.8b01004,,,,,[]
,,,,Crossref,,,10.1103/physrevresearch.2.023074,,,,,[]
,,,,Crossref,,,10.1103/physrevd.98.086026,,,,,[]
,,,,Crossref,,,10.1103/physrevresearch.2.043164,,,,,[]
,,,,Crossref,,,10.1103/prxquantum.3.030323,,,,,[]
,,,,Crossref,,,10.1073/pnas.2026805118,,,,,[]
,,,,Crossref,,,10.1038/s41567-021-01287-z,,,,,[]
,,,,Crossref,,,10.1126/science.273.5278.1073,,,,,[]
,,,,Crossref,,,10.1038/nphys3029,,,,,[]
,,,,Crossref,,,10.1103/physreva.101.010301,,,,,[]
,,,,Crossref,,,10.1038/s41534-019-0187-2,,,,,[]
,,,,Crossref,,,10.1088/1367-2630/18/2/023023,,,,,[]
,,,,Crossref,,,10.1038/s41467-018-07090-4,,,,,[]
,,,,Crossref,,,10.1038/nature00801,,,,,[]
,,,,Crossref,,,10.1103/physrevresearch.1.013006,,,,,[]
,,,,Crossref,,,10.1088/2058-9565/aab822,,,,,[]
